0,18
1,32
2,25
3,36
4,25
5,25
6,11
7,28
8,31
9,17
10,9
11,21
12,19
13,18
14,34
15,25
16,3
17,19
18,40
19,14
20,32
21,19
22,3
23,36
24,38
25,18
26,4
27,18
28,19
29,9
30,38
31,42
32,19
33,9
34,27
35,0
36,6
37,34
38,39
39,5
40,18
41,22
42,12
43,28
44,19
45,3
46,36
47,26
48,32
49,25
50,8
51,10
52,26
53,38
54,25
55,0
56,23
57,17
58,25
59,22
60,25
61,0
62,6
63,17
64,9
65,7
66,14
67,0
68,1
69,21
70,13
71,7
72,18
73,12
74,40
75,4
76,13
77,8
78,15
79,5
80,41
81,41
82,4
83,17
84,21
85,17
86,8
87,22
88,35
89,32
90,0
91,37
92,37
93,7
94,41
95,26
96,27
97,8
98,7
99,27
100,19
101,37
102,42
103,19
104,25
105,16
106,7
107,32
108,1
109,7
110,3
111,6
112,17
113,31
114,7
115,7
116,42
117,29
118,40
119,0
120,40
121,39
122,19
123,17
124,11
125,16
126,32
127,7
128,10
129,35
130,19
131,14
132,31
133,1
134,9
135,41
136,18
137,0
138,29
139,33
140,13
141,3
142,29
143,12
144,10
145,31
146,9
147,13
148,20
149,13
150,1
151,20
152,3
153,4
154,35
155,8
156,14
157,19
158,34
159,3
160,41
161,42
162,35
163,17
164,25
165,36
166,29
167,32
168,31
169,8
170,11
171,21
172,32
173,21
174,11
175,3
176,4
177,5
178,15
179,32
180,2
181,12
182,0
183,19
184,34
185,11
186,2
187,34
188,21
189,42
190,18
191,7
192,13
193,3
194,6
195,16
196,25
197,30
198,11
199,17
200,7
201,25
202,15
203,38
204,27
205,41
206,15
207,38
208,5
209,16
210,7
211,3
212,16
213,27
214,27
215,26
216,5
217,42
218,18
219,35
220,42
221,1
222,4
223,20
224,10
225,30
226,35
227,4
228,31
229,16
230,42
231,0
232,17
233,41
234,10
235,9
236,15
237,39
238,0
239,18
240,35
241,15
242,32
243,22
244,39
245,30
246,28
247,26
248,42
249,19
250,33
251,19
252,42
253,24
254,14
255,27
256,28
257,10
258,13
259,28
260,9
261,29
262,10
263,17
264,30
265,29
266,21
267,31
268,32
269,37
270,31
271,29
272,34
273,7
274,32
275,37
276,8
277,25
278,15
279,27
280,3
281,39
282,23
283,20
284,29
285,10
286,0
287,17
288,32
289,34
290,18
291,32
292,42
293,30
294,26
295,29
296,0
297,42
298,31
299,40
300,38
301,27
302,34
303,13
304,14
305,41
306,14
307,25
308,27
309,25
310,33
311,23
312,41
313,30
314,0
315,18
316,38
317,32
318,27
319,5
320,36
321,28
322,20
323,41
324,42
325,13
326,17
327,14
328,8
329,3
330,0
331,42
332,28
333,15
334,33
335,28
336,11
337,10
338,17
339,41
340,37
341,24
342,11
343,16
344,27
345,41
346,6
347,18
348,15
349,0
350,12
351,0
352,27
353,28
354,38
355,28
356,20
357,32
358,8
359,21
360,41
361,5
362,32
363,8
364,4
365,0
366,0
367,38
368,41
369,3
370,14
371,41
372,8
373,41
374,28
375,35
376,31
377,39
378,0
379,6
380,10
381,20
382,32
383,9
384,28
385,19
386,27
387,28
388,40
389,29
390,42
391,34
392,9
393,10
394,10
395,9
396,41
397,5
398,10
399,3
400,36
401,37
402,18
403,25
404,38
405,0
406,27
407,10
408,25
409,19
410,41
411,29
412,41
413,31
414,21
415,33
416,12
417,25
418,42
419,30
420,30
421,8
422,32
423,17
424,19
425,20
426,32
427,0
428,16
429,3
430,40
431,0
432,35
433,5
434,37
435,30
436,0
437,22
438,17
439,37
440,41
441,21
442,7
443,38
444,23
445,35
446,41
447,0
448,18
449,41
450,33
451,41
452,19
453,29
454,12
455,41
456,41
457,27
458,28
459,38
460,32
461,16
462,25
463,5
464,29
465,24
466,18
467,3
468,36
469,28
470,12
471,41
472,6
473,17
474,42
475,27
476,4
477,3
478,27
479,31
480,18
481,11
482,10
483,41
484,41
485,32
486,29
487,38
488,28
489,19
490,32
491,34
492,25
493,18
494,20
495,41
496,25
497,21
498,1
499,26
500,0
501,27
502,25
503,37
504,0
505,17
506,30
507,32
508,30
509,22
510,30
511,13
512,8
513,29
514,41
515,28
516,16
517,41
518,0
519,41
520,36
521,0
522,33
523,14
524,7
525,38
526,5
527,10
528,30
529,38
530,2
531,24
532,28
533,26
534,38
535,7
536,16
537,8
538,6
539,5
540,18
541,16
542,5
543,11
544,0
545,20
546,33
547,41
548,7
549,10
550,15
551,6
552,5
553,12
554,41
555,2
556,14
557,32
558,32
559,16
560,0
561,4
562,0
563,35
564,37
565,18
566,0
567,0
568,18
569,41
570,7
571,2
572,33
573,21
574,40
575,41
576,38
577,22
578,30
579,4
580,29
581,0
582,16
583,31
584,28
585,41
586,32
587,41
588,33
589,34
590,32
591,42
592,41
593,4
594,22
595,40
596,25
597,25
598,29
599,39
600,42
601,9
602,13
603,20
604,7
605,38
606,38
607,23
608,17
609,19
610,19
611,41
612,29
613,32
614,8
615,0
616,8
617,42
618,10
619,10
620,4
621,41
622,12
623,24
624,10
625,7
626,2
627,7
628,35
629,41
630,39
631,14
632,7
633,3
634,21
635,17
636,3
637,17
638,3
639,41
640,14
641,20
642,28
643,26
644,17
645,12
646,6
647,19
648,32
649,41
650,40
651,22
652,8
653,13
654,5
655,19
656,41
657,42
658,5
659,3
660,17
661,23
662,41
663,19
664,17
665,17
666,14
667,34
668,8
669,19
670,13
671,24
672,23
673,21
674,41
675,5
676,35
677,31
678,1
679,27
680,3
681,32
682,25
683,42
684,13
685,35
686,7
687,36
688,20
689,31
690,24
691,25
692,41
693,3
694,26
695,3
696,22
697,42
698,35
699,39
700,34
701,4
702,22
703,27
704,41
705,13
706,32
707,40
708,16
709,13
710,18
711,17
712,2
713,34
714,0
715,40
716,28
717,18
718,0
719,30
720,37
721,15
722,25
723,39
724,5
725,5
726,8
727,28
728,38
729,3
730,26
731,17
732,41
733,17
734,0
735,42
736,18
737,16
738,32
739,1
740,25
741,24
742,15
743,18
744,18
745,0
746,16
747,1
748,27
749,17
750,25
751,7
752,18
753,0
754,4
755,15
756,25
757,32
758,30
759,6
760,3
761,10
762,17
763,38
764,26
765,42
766,39
767,3
768,12
769,37
770,19
771,17
772,19
773,41
774,34
775,32
776,8
777,8
778,7
779,30
780,30
781,30
782,27
783,39
784,6
785,0
